ID,Daypart,Visit#Daypart
817521,2 PM - before 5 PM,1
817521,5 PM - before 9 PM,1
817521,Before 9 AM,1
817548,5 PM - before 9 PM,20
817548,Before 9 AM,10
817550,Before 9 AM,30
817559,2 PM - before 5 PM,1
817559,9 AM - before 11 AM,4
817562,11 AM - before 2 PM,30
817568,5 PM - before 9 PM,2
817588,Before 9 AM,30
817607,2 PM - before 5 PM,2
817607,9 AM - before 11 AM,2
817624,11 AM - before 2 PM,15
817624,5 PM - before 9 PM,5
817624,Before 9 AM,10
817646,5 PM - before 9 PM,4
817681,11 AM - before 2 PM,2
817681,2 PM - before 5 PM,1
817690,11 AM - before 2 PM,5
817699,11 AM - before 2 PM,1
817699,5 PM - before 9 PM,1
817699,Before 9 AM,1
817723,11 AM - before 2 PM,4
817723,5 PM - before 9 PM,10
817723,Before 9 AM,6
817746,2 PM - before 5 PM,10
817746,Before 9 AM,20
817758,5 PM - before 9 PM,5
817770,Before 9 AM,10
817778,5 PM - before 9 PM,3
817778,9 AM - before 11 AM,4
817780,5 PM - before 9 PM,8
817780,Before 9 AM,7
817786,5 PM - before 9 PM,5
817786,9 PM or later,5
817786,Before 9 AM,30
817801,5 PM - before 9 PM,30
817801,Before 9 AM,30
817815,5 PM - before 9 PM,2
817815,9 PM or later,2
817824,5 PM - before 9 PM,3
817824,Before 9 AM,5
817825,2 PM - before 5 PM,2
817825,9 AM - before 11 AM,2
817825,Before 9 AM,2
817847,11 AM - before 2 PM,10
817847,Before 9 AM,10
817882,5 PM - before 9 PM,4
817885,5 PM - before 9 PM,4
817899,11 AM - before 2 PM,4
817899,5 PM - before 9 PM,2
817899,Before 9 AM,4
817909,Before 9 AM,4
817911,2 PM - before 5 PM,2
817911,5 PM - before 9 PM,3
817911,9 AM - before 11 AM,2
817911,9 PM or later,1
817919,5 PM - before 9 PM,3
817919,9 PM or later,2
817922,5 PM - before 9 PM,10
817922,Before 9 AM,20
817924,11 AM - before 2 PM,1
817924,2 PM - before 5 PM,1
817924,5 PM - before 9 PM,1
817924,Before 9 AM,1
817926,5 PM - before 9 PM,2
817926,Before 9 AM,4
817970,5 PM - before 9 PM,9
817970,9 AM - before 11 AM,5
817970,Before 9 AM,6
817989,2 PM - before 5 PM,2
817989,5 PM - before 9 PM,2
817989,9 PM or later,3
817993,5 PM - before 9 PM,4
817993,9 AM - before 11 AM,4
817993,Before 9 AM,4
817996,5 PM - before 9 PM,4
817996,9 PM or later,2
818005,Before 9 AM,10
818009,2 PM - before 5 PM,3
818009,5 PM - before 9 PM,3
818013,5 PM - before 9 PM,4
818013,9 AM - before 11 AM,4
818013,9 PM or later,2
818018,Before 9 AM,30
818023,2 PM - before 5 PM,1
818023,5 PM - before 9 PM,1
818023,9 AM - before 11 AM,1
818027,5 PM - before 9 PM,6
818028,2 PM - before 5 PM,3
818028,5 PM - before 9 PM,4
818028,9 AM - before 11 AM,2
818028,Before 9 AM,3
818029,5 PM - before 9 PM,18
818029,Before 9 AM,12
818035,Before 9 AM,30
818037,11 AM - before 2 PM,3
818037,5 PM - before 9 PM,5
818037,Before 9 AM,2
818047,2 PM - before 5 PM,2
818047,5 PM - before 9 PM,4
818047,9 AM - before 11 AM,6
818062,2 PM - before 5 PM,1
818062,5 PM - before 9 PM,2
818062,9 PM or later,2
818075,2 PM - before 5 PM,4
818075,Before 9 AM,4
818107,Before 9 AM,2
818112,Before 9 AM,8
818116,5 PM - before 9 PM,7
818118,11 AM - before 2 PM,30
818131,Before 9 AM,4
818136,5 PM - before 9 PM,3
818136,Before 9 AM,2
818139,5 PM - before 9 PM,2
818139,9 PM or later,2
818142,2 PM - before 5 PM,3
818142,5 PM - before 9 PM,3
818144,2 PM - before 5 PM,2
818144,5 PM - before 9 PM,2
818149,5 PM - before 9 PM,8
818161,Before 9 AM,30
818172,5 PM - before 9 PM,6
818172,Before 9 AM,20
818173,Before 9 AM,8
818174,11 AM - before 2 PM,3
818174,9 AM - before 11 AM,3
818174,Before 9 AM,4
818178,5 PM - before 9 PM,8
818178,Before 9 AM,2
818185,5 PM - before 9 PM,4
818185,Before 9 AM,4
818186,11 AM - before 2 PM,4
818186,5 PM - before 9 PM,4
818195,5 PM - before 9 PM,4
818195,9 AM - before 11 AM,4
818197,5 PM - before 9 PM,5
818197,9 AM - before 11 AM,5
818208,11 AM - before 2 PM,1
818208,5 PM - before 9 PM,2
818208,Before 9 AM,1
818238,5 PM - before 9 PM,4
818238,9 AM - before 11 AM,4
818248,11 AM - before 2 PM,10
818248,Before 9 AM,10
818268,5 PM - before 9 PM,4
818268,9 PM or later,2
818269,11 AM - before 2 PM,4
818269,2 PM - before 5 PM,2
818269,5 PM - before 9 PM,2
818272,5 PM - before 9 PM,4
818279,5 PM - before 9 PM,4
818284,2 PM - before 5 PM,4
818302,5 PM - before 9 PM,16
818302,9 PM or later,6
818302,Before 9 AM,20
818307,5 PM - before 9 PM,3
818320,5 PM - before 9 PM,5
818325,Before 9 AM,15
818327,2 PM - before 5 PM,6
818327,9 AM - before 11 AM,6
818335,Before 9 AM,30
818344,Before 9 AM,8
818355,2 PM - before 5 PM,2
818355,5 PM - before 9 PM,3
818355,9 AM - before 11 AM,4
818359,2 PM - before 5 PM,5
818359,5 PM - before 9 PM,5
818359,9 AM - before 11 AM,2
818368,2 PM - before 5 PM,1
818368,5 PM - before 9 PM,3
818368,9 AM - before 11 AM,2
818412,2 PM - before 5 PM,10
818412,5 PM - before 9 PM,5
818412,9 AM - before 11 AM,10
818412,Before 9 AM,30
818453,5 PM - before 9 PM,3
818461,2 PM - before 5 PM,2
818461,5 PM - before 9 PM,4
818461,9 PM or later,1
818464,5 PM - before 9 PM,4
818466,5 PM - before 9 PM,3
818466,9 AM - before 11 AM,3
818467,5 PM - before 9 PM,4
818468,2 PM - before 5 PM,2
818468,9 AM - before 11 AM,1
818547,Before 9 AM,15
818574,5 PM - before 9 PM,2
818578,2 PM - before 5 PM,1
818578,5 PM - before 9 PM,3
818581,9 AM - before 11 AM,4
818581,Before 9 AM,4
818587,2 PM - before 5 PM,2
818587,5 PM - before 9 PM,1
818672,5 PM - before 9 PM,3
818672,9 AM - before 11 AM,3
818672,Before 9 AM,4
818677,Before 9 AM,30
818733,5 PM - before 9 PM,4
818735,2 PM - before 5 PM,3
818739,2 PM - before 5 PM,2
818739,9 AM - before 11 AM,3
818763,Before 9 AM,4
818764,2 PM - before 5 PM,2
818764,Before 9 AM,2
818769,5 PM - before 9 PM,5
818769,Before 9 AM,10
818774,5 PM - before 9 PM,10
818777,11 AM - before 2 PM,1
818777,5 PM - before 9 PM,3
818777,Before 9 AM,1
818791,5 PM - before 9 PM,15
818791,9 PM or later,15
818791,Before 9 AM,30
818802,Before 9 AM,8
818808,2 PM - before 5 PM,15
818808,Before 9 AM,15
818811,Before 9 AM,4
818828,11 AM - before 2 PM,2
818828,5 PM - before 9 PM,3
818828,Before 9 AM,3
818857,5 PM - before 9 PM,4
818889,Before 9 AM,8
818905,Before 9 AM,30
818915,2 PM - before 5 PM,14
819121,9 PM or later,15
819121,Before 9 AM,30
819209,2 PM - before 5 PM,10
819209,Before 9 AM,10
819268,5 PM - before 9 PM,4
819347,2 PM - before 5 PM,10
819347,Before 9 AM,10
819379,2 PM - before 5 PM,1
819379,5 PM - before 9 PM,1
819384,5 PM - before 9 PM,4
819385,11 AM - before 2 PM,1
819385,5 PM - before 9 PM,1
819408,5 PM - before 9 PM,4
819429,11 AM - before 2 PM,4
819429,5 PM - before 9 PM,2
819429,9 PM or later,2
819429,Before 9 AM,4
819469,Before 9 AM,10
819535,5 PM - before 9 PM,10
819535,Before 9 AM,25
819555,11 AM - before 2 PM,1
819555,5 PM - before 9 PM,2
819558,5 PM - before 9 PM,3
819558,9 PM or later,2
819569,11 AM - before 2 PM,3
819642,5 PM - before 9 PM,6
819659,Before 9 AM,25
819663,Before 9 AM,30
819706,Before 9 AM,12
819710,5 PM - before 9 PM,30
819735,Before 9 AM,20
819759,5 PM - before 9 PM,2
819761,2 PM - before 5 PM,2
819761,5 PM - before 9 PM,2
819761,Before 9 AM,3
819811,Before 9 AM,30
819843,Before 9 AM,30
819850,11 AM - before 2 PM,4
819850,5 PM - before 9 PM,2
819872,2 PM - before 5 PM,2
819872,Before 9 AM,2
819873,2 PM - before 5 PM,15
819873,Before 9 AM,10
819896,2 PM - before 5 PM,4
819896,5 PM - before 9 PM,4
819896,9 PM or later,4
819897,11 AM - before 2 PM,4
819897,5 PM - before 9 PM,8
819914,5 PM - before 9 PM,2
819919,5 PM - before 9 PM,3
819927,2 PM - before 5 PM,2
819927,5 PM - before 9 PM,4
819927,9 AM - before 11 AM,4
819927,9 PM or later,2
819934,9 PM or later,9
819944,Before 9 AM,2
819953,Before 9 AM,5
819966,11 AM - before 2 PM,4
819966,2 PM - before 5 PM,4
819966,5 PM - before 9 PM,2
819966,9 PM or later,2
819984,5 PM - before 9 PM,4
819998,2 PM - before 5 PM,1
819998,5 PM - before 9 PM,2
819998,9 AM - before 11 AM,3
820014,11 AM - before 2 PM,6
820014,5 PM - before 9 PM,6
820016,5 PM - before 9 PM,2
820016,Before 9 AM,2
820028,9 PM or later,20
820028,Before 9 AM,30
820039,9 AM - before 11 AM,3
820040,11 AM - before 2 PM,1
820040,5 PM - before 9 PM,2
820045,2 PM - before 5 PM,2
820045,5 PM - before 9 PM,2
820047,5 PM - before 9 PM,2
820047,Before 9 AM,2
820066,Before 9 AM,8
820073,11 AM - before 2 PM,1
820073,5 PM - before 9 PM,1
820079,5 PM - before 9 PM,3
820081,5 PM - before 9 PM,4
820094,2 PM - before 5 PM,2
820094,5 PM - before 9 PM,2
820094,9 AM - before 11 AM,3
820104,Before 9 AM,4
820110,Before 9 AM,5
820118,2 PM - before 5 PM,8
820118,Before 9 AM,8
820123,Before 9 AM,30
820134,Before 9 AM,15
820142,11 AM - before 2 PM,10
820142,Before 9 AM,10
820146,Before 9 AM,30
820149,2 PM - before 5 PM,4
820149,Before 9 AM,6
820150,2 PM - before 5 PM,2
820152,5 PM - before 9 PM,2
820152,9 PM or later,6
820155,11 AM - before 2 PM,4
820155,5 PM - before 9 PM,6
820222,2 PM - before 5 PM,4
820222,5 PM - before 9 PM,4
820222,9 AM - before 11 AM,4
820227,11 AM - before 2 PM,3
820227,5 PM - before 9 PM,2
820255,11 AM - before 2 PM,1
820255,5 PM - before 9 PM,1
820257,5 PM - before 9 PM,4
820280,9 AM - before 11 AM,8
820298,11 AM - before 2 PM,30
820298,9 AM - before 11 AM,30
820338,5 PM - before 9 PM,30
820338,Before 9 AM,30
820345,11 AM - before 2 PM,8
820345,5 PM - before 9 PM,12
820349,2 PM - before 5 PM,4
820349,5 PM - before 9 PM,3
820349,9 AM - before 11 AM,2
820349,9 PM or later,1
820395,Before 9 AM,4
820399,9 AM - before 11 AM,15
820405,2 PM - before 5 PM,3
820405,5 PM - before 9 PM,4
820405,9 PM or later,1
820437,2 PM - before 5 PM,2
820437,9 AM - before 11 AM,2
820578,5 PM - before 9 PM,9
820578,Before 9 AM,19
820593,5 PM - before 9 PM,4
820600,Before 9 AM,3
820652,5 PM - before 9 PM,10
821042,5 PM - before 9 PM,5
821042,9 AM - before 11 AM,5
821087,Before 9 AM,12
821094,Before 9 AM,4
821225,5 PM - before 9 PM,6
821225,9 AM - before 11 AM,6
821393,5 PM - before 9 PM,16
821402,Before 9 AM,10
821409,11 AM - before 2 PM,6
821433,11 AM - before 2 PM,8
821433,5 PM - before 9 PM,8
821441,5 PM - before 9 PM,4
821607,5 PM - before 9 PM,10
821607,Before 9 AM,5
821645,5 PM - before 9 PM,4
821645,9 PM or later,4
821690,Before 9 AM,5
821716,9 AM - before 11 AM,2
821716,Before 9 AM,2
821717,2 PM - before 5 PM,10
821717,Before 9 AM,30
821745,2 PM - before 5 PM,1
821745,5 PM - before 9 PM,3
821747,2 PM - before 5 PM,4
821748,9 AM - before 11 AM,4
821795,2 PM - before 5 PM,5
821795,Before 9 AM,5
821808,5 PM - before 9 PM,2
821837,5 PM - before 9 PM,4
821837,Before 9 AM,4
821839,Before 9 AM,10
821882,5 PM - before 9 PM,5
821884,11 AM - before 2 PM,2
821884,Before 9 AM,6
821891,2 PM - before 5 PM,5
821891,9 AM - before 11 AM,3
821899,9 AM - before 11 AM,4
821925,5 PM - before 9 PM,3
821925,9 PM or later,3
822009,5 PM - before 9 PM,4
822078,2 PM - before 5 PM,4
822078,5 PM - before 9 PM,2
822078,9 AM - before 11 AM,4
822155,5 PM - before 9 PM,3
822155,Before 9 AM,2
822200,Before 9 AM,3
822366,2 PM - before 5 PM,4
822367,9 AM - before 11 AM,2
822368,5 PM - before 9 PM,3
822520,11 AM - before 2 PM,4
822520,5 PM - before 9 PM,4
822520,Before 9 AM,4
822603,11 AM - before 2 PM,1
822603,5 PM - before 9 PM,2
822683,9 PM or later,4
822950,5 PM - before 9 PM,6
822980,11 AM - before 2 PM,8
822988,5 PM - before 9 PM,3
822988,Before 9 AM,4
823071,9 AM - before 11 AM,4
823097,Before 9 AM,30
823105,5 PM - before 9 PM,4
823105,Before 9 AM,4
823129,Before 9 AM,10
823161,5 PM - before 9 PM,4
823161,9 PM or later,4
823161,Before 9 AM,2
823168,5 PM - before 9 PM,4
823168,9 PM or later,4
823200,2 PM - before 5 PM,10
823200,Before 9 AM,10
823213,11 AM - before 2 PM,5
823213,2 PM - before 5 PM,5
823213,Before 9 AM,20
823231,11 AM - before 2 PM,1
823231,2 PM - before 5 PM,2
823248,5 PM - before 9 PM,5
823248,Before 9 AM,3
823327,Before 9 AM,4
823332,Before 9 AM,15
823341,2 PM - before 5 PM,5
823374,11 AM - before 2 PM,4
823374,2 PM - before 5 PM,2
823374,Before 9 AM,4
823418,Before 9 AM,3
823420,5 PM - before 9 PM,12
823425,2 PM - before 5 PM,2
823425,5 PM - before 9 PM,4
823425,9 AM - before 11 AM,2
823434,Before 9 AM,30
823517,5 PM - before 9 PM,5
823517,Before 9 AM,10
823525,2 PM - before 5 PM,4
823525,5 PM - before 9 PM,3
823525,9 AM - before 11 AM,3
823525,9 PM or later,2
823540,9 AM - before 11 AM,30
823650,5 PM - before 9 PM,4
823663,2 PM - before 5 PM,1
823663,5 PM - before 9 PM,3
823665,11 AM - before 2 PM,2
823665,5 PM - before 9 PM,2
823684,Before 9 AM,10
823700,Before 9 AM,8
823711,5 PM - before 9 PM,8
823713,5 PM - before 9 PM,4
823716,Before 9 AM,30
823783,Before 9 AM,15
823827,5 PM - before 9 PM,2
823879,11 AM - before 2 PM,2
823879,2 PM - before 5 PM,2
823879,Before 9 AM,1
823896,11 AM - before 2 PM,5
823896,Before 9 AM,15
823899,2 PM - before 5 PM,4
823913,9 AM - before 11 AM,15
823913,9 PM or later,10
823958,2 PM - before 5 PM,2
823958,5 PM - before 9 PM,2
823964,5 PM - before 9 PM,3
823964,9 PM or later,2
823993,5 PM - before 9 PM,4
824024,5 PM - before 9 PM,4
824024,9 AM - before 11 AM,4
824024,9 PM or later,2
824031,Before 9 AM,4
824049,9 AM - before 11 AM,4
824050,5 PM - before 9 PM,5
824050,Before 9 AM,5
824101,11 AM - before 2 PM,1
824101,5 PM - before 9 PM,2
824101,Before 9 AM,2
824105,2 PM - before 5 PM,6
824165,Before 9 AM,4
824171,11 AM - before 2 PM,5
824171,9 AM - before 11 AM,5
824203,11 AM - before 2 PM,4
824203,5 PM - before 9 PM,4
824205,2 PM - before 5 PM,3
824205,5 PM - before 9 PM,4
824205,9 AM - before 11 AM,3
824207,Before 9 AM,30
824229,2 PM - before 5 PM,4
824229,5 PM - before 9 PM,4
824257,5 PM - before 9 PM,5
824278,5 PM - before 9 PM,4
824278,9 PM or later,4
824283,11 AM - before 2 PM,2
824283,5 PM - before 9 PM,3
824297,2 PM - before 5 PM,2
824297,5 PM - before 9 PM,2
824305,11 AM - before 2 PM,4
824305,2 PM - before 5 PM,4
824307,Before 9 AM,30
824525,Before 9 AM,8
824529,Before 9 AM,8
824554,9 AM - before 11 AM,4
824556,2 PM - before 5 PM,2
824556,9 AM - before 11 AM,3
824556,Before 9 AM,2
824557,2 PM - before 5 PM,3
824557,5 PM - before 9 PM,2
824575,Before 9 AM,30
824576,11 AM - before 2 PM,4
824578,9 AM - before 11 AM,6
824591,5 PM - before 9 PM,4
824591,Before 9 AM,8
824598,5 PM - before 9 PM,3
824631,2 PM - before 5 PM,10
824676,5 PM - before 9 PM,3
824676,Before 9 AM,5
824703,5 PM - before 9 PM,6
824703,9 AM - before 11 AM,9
824703,Before 9 AM,10
824714,2 PM - before 5 PM,2
824714,Before 9 AM,2
824734,5 PM - before 9 PM,6
824734,9 AM - before 11 AM,6
824737,5 PM - before 9 PM,5
824749,11 AM - before 2 PM,2
824749,2 PM - before 5 PM,3
824749,5 PM - before 9 PM,3
824763,Before 9 AM,8
824770,Before 9 AM,30
824772,11 AM - before 2 PM,10
824772,Before 9 AM,20
824800,2 PM - before 5 PM,2
824800,5 PM - before 9 PM,2
824802,Before 9 AM,30
824831,2 PM - before 5 PM,2
824843,5 PM - before 9 PM,5
824843,Before 9 AM,25
824846,9 AM - before 11 AM,2
824912,11 AM - before 2 PM,10
824912,Before 9 AM,10
824937,2 PM - before 5 PM,1
824937,9 AM - before 11 AM,1
824941,5 PM - before 9 PM,4
824941,Before 9 AM,6
824946,9 AM - before 11 AM,1
824946,Before 9 AM,1
824948,Before 9 AM,30
824951,Before 9 AM,30
824953,11 AM - before 2 PM,3
824953,2 PM - before 5 PM,2
824953,Before 9 AM,3
824963,Before 9 AM,4
824975,Before 9 AM,2
825020,2 PM - before 5 PM,6
825025,5 PM - before 9 PM,7
825054,Before 9 AM,30
825060,11 AM - before 2 PM,3
825060,2 PM - before 5 PM,4
825060,5 PM - before 9 PM,4
825073,Before 9 AM,30
825074,2 PM - before 5 PM,3
825074,5 PM - before 9 PM,3
825074,9 AM - before 11 AM,4
825099,5 PM - before 9 PM,4
825099,9 PM or later,2
825105,Before 9 AM,10
825108,Before 9 AM,8
825113,2 PM - before 5 PM,5
825113,Before 9 AM,7
825121,Before 9 AM,30
825130,2 PM - before 5 PM,2
825130,5 PM - before 9 PM,2
825141,Before 9 AM,8
825143,9 AM - before 11 AM,4
825144,Before 9 AM,4
825159,Before 9 AM,25
825180,2 PM - before 5 PM,5
825188,11 AM - before 2 PM,1
825188,5 PM - before 9 PM,2
825200,5 PM - before 9 PM,5
825219,2 PM - before 5 PM,5
825219,9 AM - before 11 AM,5
825226,Before 9 AM,30
825227,Before 9 AM,4
825228,2 PM - before 5 PM,4
825244,11 AM - before 2 PM,3
825244,5 PM - before 9 PM,7
825254,Before 9 AM,12
825267,9 AM - before 11 AM,2
825287,5 PM - before 9 PM,7
825292,2 PM - before 5 PM,2
825293,5 PM - before 9 PM,8
825293,Before 9 AM,4
825294,9 AM - before 11 AM,2
825313,2 PM - before 5 PM,4
825313,5 PM - before 9 PM,3
825313,9 AM - before 11 AM,2
825313,9 PM or later,1
825315,Before 9 AM,30
825334,Before 9 AM,8
825342,Before 9 AM,2
825370,Before 9 AM,30
825383,5 PM - before 9 PM,10
825383,Before 9 AM,6
825448,Before 9 AM,4
825454,5 PM - before 9 PM,10
825469,5 PM - before 9 PM,6
825470,Before 9 AM,4
825500,5 PM - before 9 PM,6
825500,Before 9 AM,4
825512,5 PM - before 9 PM,4
825512,9 AM - before 11 AM,8
825517,2 PM - before 5 PM,2
825517,9 AM - before 11 AM,3
825517,Before 9 AM,3
825541,2 PM - before 5 PM,2
825561,2 PM - before 5 PM,2
825561,Before 9 AM,6
825588,11 AM - before 2 PM,3
825588,5 PM - before 9 PM,3
825589,11 AM - before 2 PM,3
825589,5 PM - before 9 PM,3
825649,5 PM - before 9 PM,2
825649,Before 9 AM,3
825654,2 PM - before 5 PM,3
825654,5 PM - before 9 PM,1
825665,2 PM - before 5 PM,3
825665,9 AM - before 11 AM,6
825704,5 PM - before 9 PM,4
825704,9 PM or later,2
825706,Before 9 AM,10
825713,Before 9 AM,8
825717,Before 9 AM,8
825746,2 PM - before 5 PM,10
825747,5 PM - before 9 PM,8
826066,Before 9 AM,8
826092,Before 9 AM,6
826128,9 AM - before 11 AM,3
826128,Before 9 AM,2
826132,11 AM - before 2 PM,8
826132,5 PM - before 9 PM,10
826132,Before 9 AM,12
826154,5 PM - before 9 PM,4
826173,2 PM - before 5 PM,2
826173,9 AM - before 11 AM,3
826175,11 AM - before 2 PM,4
826180,Before 9 AM,20
826181,11 AM - before 2 PM,4
826181,2 PM - before 5 PM,4
826181,5 PM - before 9 PM,4
826193,11 AM - before 2 PM,5
826209,5 PM - before 9 PM,4
826209,9 PM or later,3
826209,Before 9 AM,3
826239,Before 9 AM,10
826262,2 PM - before 5 PM,2
826262,Before 9 AM,2
826274,9 AM - before 11 AM,5
826276,5 PM - before 9 PM,4
826276,Before 9 AM,6
826278,2 PM - before 5 PM,30
826278,Before 9 AM,30
826282,5 PM - before 9 PM,8
826290,5 PM - before 9 PM,4
826290,9 AM - before 11 AM,2
826290,Before 9 AM,2
826293,Before 9 AM,20
826302,2 PM - before 5 PM,3
826302,5 PM - before 9 PM,2
826302,9 AM - before 11 AM,3
826306,Before 9 AM,30
826317,11 AM - before 2 PM,2
826317,2 PM - before 5 PM,2
826317,5 PM - before 9 PM,4
826317,9 AM - before 11 AM,2
826324,9 AM - before 11 AM,10
826326,5 PM - before 9 PM,4
826337,5 PM - before 9 PM,2
826350,Before 9 AM,8
826361,Before 9 AM,10
826368,11 AM - before 2 PM,3
826368,5 PM - before 9 PM,5
826369,11 AM - before 2 PM,10
826370,2 PM - before 5 PM,2
826370,5 PM - before 9 PM,2
826386,2 PM - before 5 PM,4
826386,5 PM - before 9 PM,4
826397,5 PM - before 9 PM,10
826414,5 PM - before 9 PM,2
826415,Before 9 AM,15
826418,Before 9 AM,30
826421,5 PM - before 9 PM,4
826437,11 AM - before 2 PM,1
826437,5 PM - before 9 PM,3
826445,5 PM - before 9 PM,1
826445,9 PM or later,2
826449,2 PM - before 5 PM,6
826449,5 PM - before 9 PM,6
826449,Before 9 AM,8
826458,5 PM - before 9 PM,2
826458,9 AM - before 11 AM,2
826468,5 PM - before 9 PM,3
826481,9 AM - before 11 AM,6
826486,9 PM or later,2
826486,Before 9 AM,4
826487,9 AM - before 11 AM,30
826490,Before 9 AM,12
826495,11 AM - before 2 PM,5
826495,5 PM - before 9 PM,6
826495,Before 9 AM,5
826500,9 AM - before 11 AM,2
826500,Before 9 AM,2
826501,2 PM - before 5 PM,2
826501,Before 9 AM,28
826510,Before 9 AM,8
826535,11 AM - before 2 PM,1
826535,2 PM - before 5 PM,1
826535,5 PM - before 9 PM,3
826535,9 AM - before 11 AM,1
826535,Before 9 AM,7
826553,2 PM - before 5 PM,4
826553,Before 9 AM,4
826584,Before 9 AM,4
826591,5 PM - before 9 PM,4
826593,Before 9 AM,5
826600,2 PM - before 5 PM,3
826601,9 AM - before 11 AM,6
826606,Before 9 AM,4
826607,Before 9 AM,12
826610,Before 9 AM,12
826614,5 PM - before 9 PM,4
826615,5 PM - before 9 PM,4
826615,Before 9 AM,10
826617,9 AM - before 11 AM,4
826619,2 PM - before 5 PM,5
826623,5 PM - before 9 PM,2
826623,9 PM or later,2
826628,9 AM - before 11 AM,10
826630,Before 9 AM,5
826670,11 AM - before 2 PM,3
826670,5 PM - before 9 PM,2
826670,Before 9 AM,5
826688,Before 9 AM,3
826689,11 AM - before 2 PM,15
826689,5 PM - before 9 PM,5
826689,9 AM - before 11 AM,10
826690,2 PM - before 5 PM,8
826690,5 PM - before 9 PM,10
826698,9 PM or later,6
826702,2 PM - before 5 PM,4
826702,5 PM - before 9 PM,1
826703,11 AM - before 2 PM,2
826703,5 PM - before 9 PM,2
826703,9 AM - before 11 AM,3
826705,11 AM - before 2 PM,5
826705,5 PM - before 9 PM,2
826705,Before 9 AM,8
826709,5 PM - before 9 PM,13
826709,9 AM - before 11 AM,10
826709,Before 9 AM,7
826710,11 AM - before 2 PM,6
826710,5 PM - before 9 PM,6
826710,Before 9 AM,8
826711,5 PM - before 9 PM,6
826715,11 AM - before 2 PM,2
826715,5 PM - before 9 PM,4
826738,5 PM - before 9 PM,3
826747,9 PM or later,1
826747,Before 9 AM,3
826750,11 AM - before 2 PM,3
826750,2 PM - before 5 PM,7
826750,5 PM - before 9 PM,3
826750,Before 9 AM,7
826942,Before 9 AM,30
826969,Before 9 AM,4
826974,Before 9 AM,12
826991,5 PM - before 9 PM,3
826991,9 AM - before 11 AM,1
827008,11 AM - before 2 PM,10
827058,5 PM - before 9 PM,2
827058,9 PM or later,2
827061,5 PM - before 9 PM,6
827061,Before 9 AM,6
827077,Before 9 AM,4
827086,2 PM - before 5 PM,3
827086,5 PM - before 9 PM,5
827088,9 PM or later,3
827088,Before 9 AM,5
827153,11 AM - before 2 PM,8
827201,9 AM - before 11 AM,5
827228,9 PM or later,3
827228,Before 9 AM,2
827245,11 AM - before 2 PM,8
827262,9 AM - before 11 AM,4
827304,9 AM - before 11 AM,4
827323,5 PM - before 9 PM,3
827338,Before 9 AM,4
827410,Before 9 AM,4
827428,2 PM - before 5 PM,4
827428,5 PM - before 9 PM,3
827430,11 AM - before 2 PM,10
827436,9 PM or later,10
827468,5 PM - before 9 PM,2
827491,2 PM - before 5 PM,4
827495,Before 9 AM,3
827516,Before 9 AM,6
827562,Before 9 AM,20
827579,5 PM - before 9 PM,3
827586,5 PM - before 9 PM,2
827586,9 AM - before 11 AM,1
827587,11 AM - before 2 PM,3
827617,2 PM - before 5 PM,2
827617,5 PM - before 9 PM,5
827640,5 PM - before 9 PM,5
827640,9 AM - before 11 AM,2
827641,5 PM - before 9 PM,2
827641,9 AM - before 11 AM,2
827641,Before 9 AM,4
827650,11 AM - before 2 PM,4
827663,Before 9 AM,5
827711,5 PM - before 9 PM,4
827711,Before 9 AM,2
827732,2 PM - before 5 PM,3
827732,5 PM - before 9 PM,4
827732,9 AM - before 11 AM,2
827732,9 PM or later,1
827739,9 AM - before 11 AM,2
827757,11 AM - before 2 PM,2
827757,2 PM - before 5 PM,2
827763,11 AM - before 2 PM,30
827763,Before 9 AM,10
827777,11 AM - before 2 PM,3
827777,5 PM - before 9 PM,2
827785,5 PM - before 9 PM,4
827808,9 AM - before 11 AM,4
827813,2 PM - before 5 PM,5
827813,Before 9 AM,5
827845,2 PM - before 5 PM,5
827845,5 PM - before 9 PM,5
827845,9 AM - before 11 AM,10
827846,2 PM - before 5 PM,15
827846,9 AM - before 11 AM,15
827863,9 PM or later,8
827863,Before 9 AM,22
827894,11 AM - before 2 PM,20
827894,9 PM or later,10
827894,Before 9 AM,25
827895,11 AM - before 2 PM,30
827895,5 PM - before 9 PM,25
827895,Before 9 AM,20
827896,11 AM - before 2 PM,10
827896,Before 9 AM,5
827900,9 AM - before 11 AM,7
827900,9 PM or later,8
827901,5 PM - before 9 PM,8
827902,5 PM - before 9 PM,15
827902,Before 9 AM,15
827906,2 PM - before 5 PM,3
827906,5 PM - before 9 PM,3
827906,9 AM - before 11 AM,6
827918,11 AM - before 2 PM,1
827918,5 PM - before 9 PM,1
827918,9 AM - before 11 AM,2
827918,Before 9 AM,3
827924,5 PM - before 9 PM,10
827936,5 PM - before 9 PM,4
827963,11 AM - before 2 PM,3
827963,5 PM - before 9 PM,5
827969,9 PM or later,5
827969,Before 9 AM,25
828007,Before 9 AM,25
828029,5 PM - before 9 PM,7
828029,9 AM - before 11 AM,5
828032,5 PM - before 9 PM,7
828035,2 PM - before 5 PM,5
828035,Before 9 AM,25
828036,Before 9 AM,10
828058,9 PM or later,2
828058,Before 9 AM,3
828241,2 PM - before 5 PM,3
828241,5 PM - before 9 PM,3
828243,2 PM - before 5 PM,2
