ID,Needstates,Day#Daypart,NeedstateGroup
826175,Socializing with friends,Weekdays,Socializing
826175,Working / Business meeting,11 AM - before 2 PM,Working & business meeting
826175,Working / Business meeting,Overall,Working & business meeting
826175,Working / Business meeting,Weekdays,Working & business meeting
826180,"Drinking other beverages (excluding tea, coffee, freeze)",Before 9 AM,Drinking beverages
826180,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
826180,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages
826180,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
826180,Socializing with friends,Before 9 AM,Socializing
826180,Socializing with friends,Overall,Socializing
826180,Socializing with friends,Weekdays,Socializing
826180,Socializing with friends,Weekends,Socializing
826180,Studying / Reading books,Before 9 AM,Studying & Others
826180,Studying / Reading books,Overall,Studying & Others
826180,Studying / Reading books,Weekdays,Studying & Others
826180,Studying / Reading books,Weekends,Studying & Others
826181,Drinking coffee,11 AM - before 2 PM,Drinking beverages
826181,Drinking coffee,Overall,Drinking beverages
826181,Drinking coffee,Weekdays,Drinking beverages
826181,Drinking coffee,Weekends,Drinking beverages
826181,Drinking ice-blended,2 PM - before 5 PM,Drinking beverages
826181,Drinking ice-blended,5 PM - before 9 PM,Drinking beverages
826181,Drinking ice-blended,Overall,Drinking beverages
826181,Drinking ice-blended,Weekdays,Drinking beverages
826181,Drinking ice-blended,Weekends,Drinking beverages
826181,"Drinking other beverages (excluding tea, coffee, freeze)",2 PM - before 5 PM,Drinking beverages
826181,"Drinking other beverages (excluding tea, coffee, freeze)",5 PM - before 9 PM,Drinking beverages
826181,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
826181,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages
826181,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
826181,Socializing with friends,11 AM - before 2 PM,Socializing
826181,Socializing with friends,2 PM - before 5 PM,Socializing
826181,Socializing with friends,5 PM - before 9 PM,Socializing
826181,Socializing with friends,Overall,Socializing
826181,Socializing with friends,Weekdays,Socializing
826181,Socializing with friends,Weekends,Socializing
826193,Drinking coffee,11 AM - before 2 PM,Drinking beverages
826193,Drinking coffee,Overall,Drinking beverages
826193,Drinking coffee,Weekdays,Drinking beverages
826193,Socializing with friends,11 AM - before 2 PM,Socializing
826193,Socializing with friends,Overall,Socializing
826193,Socializing with friends,Weekdays,Socializing
826209,Drinking coffee,5 PM - before 9 PM,Drinking beverages
826209,Drinking coffee,9 PM or later,Drinking beverages
826209,Drinking coffee,Before 9 AM,Drinking beverages
826209,Drinking coffee,Overall,Drinking beverages
826209,Drinking coffee,Weekdays,Drinking beverages
826209,Drinking coffee,Weekends,Drinking beverages
826209,Socializing with colleagues,Before 9 AM,Socializing
826209,Socializing with colleagues,Overall,Socializing
826209,Socializing with colleagues,Weekdays,Socializing
826209,Socializing with family / relatives,5 PM - before 9 PM,Socializing
826209,Socializing with family / relatives,9 PM or later,Socializing
826209,Socializing with family / relatives,Overall,Socializing
826209,Socializing with family / relatives,Weekends,Socializing
826209,Socializing with friends,5 PM - before 9 PM,Socializing
826209,Socializing with friends,9 PM or later,Socializing
826209,Socializing with friends,Overall,Socializing
826209,Socializing with friends,Weekdays,Socializing
826209,Socializing with friends,Weekends,Socializing
826209,Working / Business meeting,Before 9 AM,Working & business meeting
826209,Working / Business meeting,Overall,Working & business meeting
826209,Working / Business meeting,Weekdays,Working & business meeting
826239,Drinking coffee,Before 9 AM,Drinking beverages
826239,Drinking coffee,Overall,Drinking beverages
826239,Drinking coffee,Weekdays,Drinking beverages
826239,Drinking coffee,Weekends,Drinking beverages
826239,Drinking tea,Before 9 AM,Drinking beverages
826239,Drinking tea,Overall,Drinking beverages
826239,Drinking tea,Weekdays,Drinking beverages
826239,Drinking tea,Weekends,Drinking beverages
826239,"Enterntainment (watching movies. Playing games, browsing web,…)",Before 9 AM,Relaxing & entertainment
826239,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
826239,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
826239,Socializing with friends,Before 9 AM,Socializing
826239,Socializing with friends,Overall,Socializing
826239,Socializing with friends,Weekdays,Socializing
826239,Socializing with friends,Weekends,Socializing
826262,Drinking coffee,2 PM - before 5 PM,Drinking beverages
826262,Drinking coffee,Before 9 AM,Drinking beverages
826262,Drinking coffee,Overall,Drinking beverages
826262,Drinking coffee,Weekends,Drinking beverages
826262,"Drinking other beverages (excluding tea, coffee, freeze)",2 PM - before 5 PM,Drinking beverages
826262,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
826262,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
826262,Socializing with friends,2 PM - before 5 PM,Socializing
826262,Socializing with friends,Before 9 AM,Socializing
826262,Socializing with friends,Overall,Socializing
826262,Socializing with friends,Weekends,Socializing
826274,Drinking coffee,9 AM - before 11 AM,Drinking beverages
826274,Drinking coffee,Overall,Drinking beverages
826274,Drinking coffee,Weekends,Drinking beverages
826274,Socializing with friends,9 AM - before 11 AM,Socializing
826274,Socializing with friends,Overall,Socializing
826274,Socializing with friends,Weekends,Socializing
826276,Drinking coffee,5 PM - before 9 PM,Drinking beverages
826276,Drinking coffee,Before 9 AM,Drinking beverages
826276,Drinking coffee,Overall,Drinking beverages
826276,Drinking coffee,Weekdays,Drinking beverages
826276,Drinking coffee,Weekends,Drinking beverages
826276,Socializing with colleagues,5 PM - before 9 PM,Socializing
826276,Socializing with colleagues,Before 9 AM,Socializing
826276,Socializing with colleagues,Overall,Socializing
826276,Socializing with colleagues,Weekdays,Socializing
826276,Socializing with colleagues,Weekends,Socializing
826276,Socializing with friends,5 PM - before 9 PM,Socializing
826276,Socializing with friends,Overall,Socializing
826276,Socializing with friends,Weekends,Socializing
826276,Working / Business meeting,Before 9 AM,Working & business meeting
826276,Working / Business meeting,Overall,Working & business meeting
826276,Working / Business meeting,Weekdays,Working & business meeting
826278,Drinking coffee,2 PM - before 5 PM,Drinking beverages
826278,Drinking coffee,Before 9 AM,Drinking beverages
826278,Drinking coffee,Overall,Drinking beverages
826278,Drinking coffee,Weekdays,Drinking beverages
826278,Drinking coffee,Weekends,Drinking beverages
826278,Drinking tea,2 PM - before 5 PM,Drinking beverages
826278,Drinking tea,Before 9 AM,Drinking beverages
826278,Drinking tea,Overall,Drinking beverages
826278,Drinking tea,Weekdays,Drinking beverages
826278,Drinking tea,Weekends,Drinking beverages
826282,Drinking coffee,5 PM - before 9 PM,Drinking beverages
826282,Drinking coffee,Overall,Drinking beverages
826282,Drinking coffee,Weekends,Drinking beverages
826282,"Drinking other beverages (excluding tea, coffee, freeze)",5 PM - before 9 PM,Drinking beverages
826282,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
826282,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
826282,Socializing with family / relatives,5 PM - before 9 PM,Socializing
826282,Socializing with family / relatives,Overall,Socializing
826282,Socializing with family / relatives,Weekends,Socializing
826290,"Drinking other beverages (excluding tea, coffee, freeze)",5 PM - before 9 PM,Drinking beverages
826290,"Drinking other beverages (excluding tea, coffee, freeze)",9 AM - before 11 AM,Drinking beverages
826290,"Drinking other beverages (excluding tea, coffee, freeze)",Before 9 AM,Drinking beverages
826290,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
826290,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
826290,"Enterntainment (watching movies. Playing games, browsing web,…)",5 PM - before 9 PM,Relaxing & entertainment
826290,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
826290,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
826290,Socializing with family / relatives,5 PM - before 9 PM,Socializing
826290,Socializing with family / relatives,9 AM - before 11 AM,Socializing
826290,Socializing with family / relatives,Overall,Socializing
826290,Socializing with family / relatives,Weekends,Socializing
826290,Socializing with friends,5 PM - before 9 PM,Socializing
826290,Socializing with friends,9 AM - before 11 AM,Socializing
826290,Socializing with friends,Before 9 AM,Socializing
826290,Socializing with friends,Overall,Socializing
826290,Socializing with friends,Weekends,Socializing
826293,"Drinking other beverages (excluding tea, coffee, freeze)",Before 9 AM,Drinking beverages
826293,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
826293,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages
826293,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
826302,Drinking tea,2 PM - before 5 PM,Drinking beverages
826302,Drinking tea,5 PM - before 9 PM,Drinking beverages
826302,Drinking tea,9 AM - before 11 AM,Drinking beverages
826302,Drinking tea,Overall,Drinking beverages
826302,Drinking tea,Weekdays,Drinking beverages
826302,Drinking tea,Weekends,Drinking beverages
826302,"Enterntainment (watching movies. Playing games, browsing web,…)",2 PM - before 5 PM,Relaxing & entertainment
826302,"Enterntainment (watching movies. Playing games, browsing web,…)",5 PM - before 9 PM,Relaxing & entertainment
826302,"Enterntainment (watching movies. Playing games, browsing web,…)",9 AM - before 11 AM,Relaxing & entertainment
826302,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
826302,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekdays,Relaxing & entertainment
826302,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
826302,Socializing with colleagues,2 PM - before 5 PM,Socializing
826302,Socializing with colleagues,5 PM - before 9 PM,Socializing
826302,Socializing with colleagues,9 AM - before 11 AM,Socializing
826302,Socializing with colleagues,Overall,Socializing
826302,Socializing with colleagues,Weekdays,Socializing
826302,Socializing with colleagues,Weekends,Socializing
826302,Socializing with friends,2 PM - before 5 PM,Socializing
826302,Socializing with friends,5 PM - before 9 PM,Socializing
826302,Socializing with friends,9 AM - before 11 AM,Socializing
826302,Socializing with friends,Overall,Socializing
826302,Socializing with friends,Weekdays,Socializing
826302,Socializing with friends,Weekends,Socializing
826317,Drinking coffee,11 AM - before 2 PM,Drinking beverages
826317,Drinking coffee,2 PM - before 5 PM,Drinking beverages
826317,Drinking coffee,9 AM - before 11 AM,Drinking beverages
826317,Drinking coffee,Overall,Drinking beverages
826317,Drinking coffee,Weekdays,Drinking beverages
826317,Drinking coffee,Weekends,Drinking beverages
826317,"Drinking other beverages (excluding tea, coffee, freeze)",11 AM - before 2 PM,Drinking beverages
826317,"Drinking other beverages (excluding tea, coffee, freeze)",2 PM - before 5 PM,Drinking beverages
826317,"Drinking other beverages (excluding tea, coffee, freeze)",5 PM - before 9 PM,Drinking beverages
826317,"Drinking other beverages (excluding tea, coffee, freeze)",9 AM - before 11 AM,Drinking beverages
826317,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
826317,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages
826317,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
826317,"Enterntainment (watching movies. Playing games, browsing web,…)",11 AM - before 2 PM,Relaxing & entertainment
826317,"Enterntainment (watching movies. Playing games, browsing web,…)",2 PM - before 5 PM,Relaxing & entertainment
826317,"Enterntainment (watching movies. Playing games, browsing web,…)",5 PM - before 9 PM,Relaxing & entertainment
826317,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
826317,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekdays,Relaxing & entertainment
826317,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
826317,Socializing with colleagues,11 AM - before 2 PM,Socializing
826317,Socializing with colleagues,9 AM - before 11 AM,Socializing
826317,Socializing with colleagues,Overall,Socializing
826317,Socializing with colleagues,Weekdays,Socializing
826317,Socializing with colleagues,Weekends,Socializing
826317,Socializing with family / relatives,2 PM - before 5 PM,Socializing
826317,Socializing with family / relatives,5 PM - before 9 PM,Socializing
826317,Socializing with family / relatives,Overall,Socializing
826317,Socializing with family / relatives,Weekdays,Socializing
826317,Socializing with family / relatives,Weekends,Socializing
826317,Socializing with friends,11 AM - before 2 PM,Socializing
826317,Socializing with friends,2 PM - before 5 PM,Socializing
826317,Socializing with friends,5 PM - before 9 PM,Socializing
826317,Socializing with friends,9 AM - before 11 AM,Socializing
826317,Socializing with friends,Overall,Socializing
826317,Socializing with friends,Weekdays,Socializing
826317,Socializing with friends,Weekends,Socializing
826317,Working / Business meeting,11 AM - before 2 PM,Working & business meeting
826317,Working / Business meeting,9 AM - before 11 AM,Working & business meeting
826317,Working / Business meeting,Overall,Working & business meeting
826317,Working / Business meeting,Weekdays,Working & business meeting
826317,Working / Business meeting,Weekends,Working & business meeting
826326,Drinking coffee,5 PM - before 9 PM,Drinking beverages
826326,Drinking coffee,Overall,Drinking beverages
826326,Drinking coffee,Weekdays,Drinking beverages
826326,Socializing with colleagues,5 PM - before 9 PM,Socializing
826326,Socializing with colleagues,Overall,Socializing
826326,Socializing with colleagues,Weekdays,Socializing
826326,Working / Business meeting,5 PM - before 9 PM,Working & business meeting
826326,Working / Business meeting,Overall,Working & business meeting
826326,Working / Business meeting,Weekdays,Working & business meeting
826337,Drinking coffee,5 PM - before 9 PM,Drinking beverages
826337,Drinking coffee,Overall,Drinking beverages
826337,Drinking coffee,Weekends,Drinking beverages
826337,Drinking tea,5 PM - before 9 PM,Drinking beverages
826337,Drinking tea,Overall,Drinking beverages
826337,Drinking tea,Weekends,Drinking beverages
826337,Socializing with friends,5 PM - before 9 PM,Socializing
826337,Socializing with friends,Overall,Socializing
826337,Socializing with friends,Weekends,Socializing
826350,Drinking coffee,Before 9 AM,Drinking beverages
826350,Drinking coffee,Overall,Drinking beverages
826350,Drinking coffee,Weekdays,Drinking beverages
826350,Drinking ice-blended,Before 9 AM,Drinking beverages
826350,Drinking ice-blended,Overall,Drinking beverages
826350,Drinking ice-blended,Weekdays,Drinking beverages
826350,Drinking ice-blended,Weekends,Drinking beverages
826350,Socializing with friends,Before 9 AM,Socializing
826350,Socializing with friends,Overall,Socializing
826350,Socializing with friends,Weekdays,Socializing
826350,Socializing with friends,Weekends,Socializing
826361,Drinking coffee,Before 9 AM,Drinking beverages
826361,Drinking coffee,Overall,Drinking beverages
826361,Drinking coffee,Weekends,Drinking beverages
826368,"Drinking other beverages (excluding tea, coffee, freeze)",5 PM - before 9 PM,Drinking beverages
826368,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
826368,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages
826368,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
826368,Drinking tea,5 PM - before 9 PM,Drinking beverages
826368,Drinking tea,Overall,Drinking beverages
826368,Drinking tea,Weekdays,Drinking beverages
826368,Drinking tea,Weekends,Drinking beverages
826368,Relaxing (Alone),11 AM - before 2 PM,Relaxing & entertainment
826368,Relaxing (Alone),5 PM - before 9 PM,Relaxing & entertainment
826368,Relaxing (Alone),Overall,Relaxing & entertainment
826368,Relaxing (Alone),Weekdays,Relaxing & entertainment
826368,Relaxing (Alone),Weekends,Relaxing & entertainment
826368,Socializing with friends,11 AM - before 2 PM,Socializing
826368,Socializing with friends,5 PM - before 9 PM,Socializing
826368,Socializing with friends,Overall,Socializing
826368,Socializing with friends,Weekdays,Socializing
826368,Socializing with friends,Weekends,Socializing
826369,Socializing with friends,11 AM - before 2 PM,Socializing
826369,Socializing with friends,Overall,Socializing
826369,Socializing with friends,Weekdays,Socializing
826369,Working / Business meeting,11 AM - before 2 PM,Working & business meeting
826369,Working / Business meeting,Overall,Working & business meeting
826369,Working / Business meeting,Weekdays,Working & business meeting
826370,Drinking coffee,2 PM - before 5 PM,Drinking beverages
826370,Drinking coffee,5 PM - before 9 PM,Drinking beverages
826370,Drinking coffee,Overall,Drinking beverages
826370,Drinking coffee,Weekends,Drinking beverages
826370,Socializing with friends,2 PM - before 5 PM,Socializing
826370,Socializing with friends,5 PM - before 9 PM,Socializing
826370,Socializing with friends,Overall,Socializing
826370,Socializing with friends,Weekends,Socializing
826386,Drinking coffee,2 PM - before 5 PM,Drinking beverages
826386,Drinking coffee,Overall,Drinking beverages
826386,Drinking coffee,Weekends,Drinking beverages
826386,Drinking ice-blended,5 PM - before 9 PM,Drinking beverages
826386,Drinking ice-blended,Overall,Drinking beverages
826386,Drinking ice-blended,Weekends,Drinking beverages
826386,"Enterntainment (watching movies. Playing games, browsing web,…)",2 PM - before 5 PM,Relaxing & entertainment
826386,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
826386,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
826386,Socializing with friends,2 PM - before 5 PM,Socializing
826386,Socializing with friends,5 PM - before 9 PM,Socializing
826386,Socializing with friends,Overall,Socializing
826386,Socializing with friends,Weekends,Socializing
826397,Drinking coffee,5 PM - before 9 PM,Drinking beverages
826397,Drinking coffee,Overall,Drinking beverages
826397,Drinking coffee,Weekdays,Drinking beverages
826397,Drinking coffee,Weekends,Drinking beverages
826397,Socializing with family / relatives,5 PM - before 9 PM,Socializing
826397,Socializing with family / relatives,Overall,Socializing
826397,Socializing with family / relatives,Weekdays,Socializing
826397,Socializing with family / relatives,Weekends,Socializing
826414,Drinking coffee,5 PM - before 9 PM,Drinking beverages
826414,Drinking coffee,Overall,Drinking beverages
826414,Drinking coffee,Weekdays,Drinking beverages
826414,"Drinking other beverages (excluding tea, coffee, freeze)",5 PM - before 9 PM,Drinking beverages
826414,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
826414,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages
826414,Socializing with friends,5 PM - before 9 PM,Socializing
826414,Socializing with friends,Overall,Socializing
826414,Socializing with friends,Weekdays,Socializing
826415,Drinking coffee,Before 9 AM,Drinking beverages
826415,Drinking coffee,Overall,Drinking beverages
826415,Drinking coffee,Weekdays,Drinking beverages
826415,Drinking coffee,Weekends,Drinking beverages
826418,Drinking coffee,Before 9 AM,Drinking beverages
826418,Drinking coffee,Overall,Drinking beverages
826418,Drinking coffee,Weekdays,Drinking beverages
826418,Drinking coffee,Weekends,Drinking beverages
826418,Drinking tea,Before 9 AM,Drinking beverages
826418,Drinking tea,Overall,Drinking beverages
826418,Drinking tea,Weekdays,Drinking beverages
826418,Drinking tea,Weekends,Drinking beverages
826418,Relaxing (Alone),Before 9 AM,Relaxing & entertainment
826418,Relaxing (Alone),Overall,Relaxing & entertainment
826418,Relaxing (Alone),Weekdays,Relaxing & entertainment
826418,Relaxing (Alone),Weekends,Relaxing & entertainment
826418,Socializing with family / relatives,Before 9 AM,Socializing
826418,Socializing with family / relatives,Overall,Socializing
826418,Socializing with family / relatives,Weekdays,Socializing
826418,Socializing with family / relatives,Weekends,Socializing
826418,Socializing with friends,Before 9 AM,Socializing
826418,Socializing with friends,Overall,Socializing
826418,Socializing with friends,Weekdays,Socializing
826418,Socializing with friends,Weekends,Socializing
826421,Socializing with colleagues,5 PM - before 9 PM,Socializing
826421,Socializing with colleagues,Overall,Socializing
826421,Socializing with colleagues,Weekends,Socializing
826421,Socializing with family / relatives,5 PM - before 9 PM,Socializing
826421,Socializing with family / relatives,Overall,Socializing
826421,Socializing with family / relatives,Weekends,Socializing
826421,Socializing with friends,5 PM - before 9 PM,Socializing
826421,Socializing with friends,Overall,Socializing
826421,Socializing with friends,Weekends,Socializing
826437,Drinking coffee,11 AM - before 2 PM,Drinking beverages
826437,Drinking coffee,5 PM - before 9 PM,Drinking beverages
826437,Drinking coffee,Overall,Drinking beverages
826437,Drinking coffee,Weekdays,Drinking beverages
826437,Drinking coffee,Weekends,Drinking beverages
826437,Drinking ice-blended,11 AM - before 2 PM,Drinking beverages
826437,Drinking ice-blended,5 PM - before 9 PM,Drinking beverages
826437,Drinking ice-blended,Overall,Drinking beverages
826437,Drinking ice-blended,Weekdays,Drinking beverages
826437,Drinking ice-blended,Weekends,Drinking beverages
826437,"Enterntainment (watching movies. Playing games, browsing web,…)",11 AM - before 2 PM,Relaxing & entertainment
826437,"Enterntainment (watching movies. Playing games, browsing web,…)",5 PM - before 9 PM,Relaxing & entertainment
826437,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
826437,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekdays,Relaxing & entertainment
826437,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
826437,Socializing with friends,11 AM - before 2 PM,Socializing
826437,Socializing with friends,5 PM - before 9 PM,Socializing
826437,Socializing with friends,Overall,Socializing
826437,Socializing with friends,Weekdays,Socializing
826437,Socializing with friends,Weekends,Socializing
826445,Drinking coffee,5 PM - before 9 PM,Drinking beverages
826445,Drinking coffee,9 PM or later,Drinking beverages
826445,Drinking coffee,Overall,Drinking beverages
826445,Drinking coffee,Weekends,Drinking beverages
826445,Socializing with colleagues,9 PM or later,Socializing
826445,Socializing with colleagues,Overall,Socializing
826445,Socializing with colleagues,Weekends,Socializing
826445,Socializing with family / relatives,9 PM or later,Socializing
826445,Socializing with family / relatives,Overall,Socializing
826445,Socializing with family / relatives,Weekends,Socializing
826445,Socializing with friends,5 PM - before 9 PM,Socializing
826445,Socializing with friends,9 PM or later,Socializing
826445,Socializing with friends,Overall,Socializing
826445,Socializing with friends,Weekends,Socializing
826449,Drinking coffee,5 PM - before 9 PM,Drinking beverages
826449,Drinking coffee,Before 9 AM,Drinking beverages
826449,Drinking coffee,Overall,Drinking beverages
826449,Drinking coffee,Weekdays,Drinking beverages
826449,Drinking coffee,Weekends,Drinking beverages
826449,"Drinking other beverages (excluding tea, coffee, freeze)",2 PM - before 5 PM,Drinking beverages
826449,"Drinking other beverages (excluding tea, coffee, freeze)",5 PM - before 9 PM,Drinking beverages
826449,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
826449,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages
826449,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
826449,Relaxing (Alone),2 PM - before 5 PM,Relaxing & entertainment
826449,Relaxing (Alone),Before 9 AM,Relaxing & entertainment
826449,Relaxing (Alone),Overall,Relaxing & entertainment
826449,Relaxing (Alone),Weekdays,Relaxing & entertainment
826449,Relaxing (Alone),Weekends,Relaxing & entertainment
826458,Drinking coffee,9 AM - before 11 AM,Drinking beverages
826458,Drinking coffee,Overall,Drinking beverages
826458,Drinking coffee,Weekends,Drinking beverages
826458,"Drinking other beverages (excluding tea, coffee, freeze)",5 PM - before 9 PM,Drinking beverages
826458,"Drinking other beverages (excluding tea, coffee, freeze)",9 AM - before 11 AM,Drinking beverages
826458,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
826458,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
826458,Drinking tea,5 PM - before 9 PM,Drinking beverages
826458,Drinking tea,9 AM - before 11 AM,Drinking beverages
826458,Drinking tea,Overall,Drinking beverages
826458,Drinking tea,Weekends,Drinking beverages
826458,"Enterntainment (watching movies. Playing games, browsing web,…)",5 PM - before 9 PM,Relaxing & entertainment
826458,"Enterntainment (watching movies. Playing games, browsing web,…)",9 AM - before 11 AM,Relaxing & entertainment
826458,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
826458,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
826458,Socializing with friends,5 PM - before 9 PM,Socializing
826458,Socializing with friends,9 AM - before 11 AM,Socializing
826458,Socializing with friends,Overall,Socializing
826458,Socializing with friends,Weekends,Socializing
826458,Studying / Reading books,5 PM - before 9 PM,Studying & Others
826458,Studying / Reading books,9 AM - before 11 AM,Studying & Others
826458,Studying / Reading books,Overall,Studying & Others
826458,Studying / Reading books,Weekends,Studying & Others
826468,Drinking coffee,5 PM - before 9 PM,Drinking beverages
826468,Drinking coffee,Overall,Drinking beverages
826468,Drinking coffee,Weekends,Drinking beverages
826468,Drinking ice-blended,5 PM - before 9 PM,Drinking beverages
826468,Drinking ice-blended,Overall,Drinking beverages
826468,Drinking ice-blended,Weekends,Drinking beverages
826468,Socializing with friends,5 PM - before 9 PM,Socializing
826468,Socializing with friends,Overall,Socializing
826468,Socializing with friends,Weekends,Socializing
826481,Drinking ice-blended,9 AM - before 11 AM,Drinking beverages
826481,Drinking ice-blended,Overall,Drinking beverages
826481,Drinking ice-blended,Weekends,Drinking beverages
826481,"Drinking other beverages (excluding tea, coffee, freeze)",9 AM - before 11 AM,Drinking beverages
826481,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
826481,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
826481,"Enterntainment (watching movies. Playing games, browsing web,…)",9 AM - before 11 AM,Relaxing & entertainment
826481,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
826481,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
826481,Socializing with family / relatives,9 AM - before 11 AM,Socializing
826481,Socializing with family / relatives,Overall,Socializing
826481,Socializing with family / relatives,Weekends,Socializing
826481,Socializing with friends,9 AM - before 11 AM,Socializing
826481,Socializing with friends,Overall,Socializing
826481,Socializing with friends,Weekends,Socializing
826486,Drinking coffee,9 PM or later,Drinking beverages
826486,Drinking coffee,Before 9 AM,Drinking beverages
826486,Drinking coffee,Overall,Drinking beverages
826486,Drinking coffee,Weekdays,Drinking beverages
826486,Drinking coffee,Weekends,Drinking beverages
826486,Socializing with friends,9 PM or later,Socializing
826486,Socializing with friends,Before 9 AM,Socializing
826486,Socializing with friends,Overall,Socializing
826486,Socializing with friends,Weekdays,Socializing
826486,Socializing with friends,Weekends,Socializing
826487,Drinking coffee,9 AM - before 11 AM,Drinking beverages
826487,Drinking coffee,Overall,Drinking beverages
826487,Drinking coffee,Weekdays,Drinking beverages
826487,Drinking coffee,Weekends,Drinking beverages
826487,Drinking tea,9 AM - before 11 AM,Drinking beverages
826487,Drinking tea,Overall,Drinking beverages
826487,Drinking tea,Weekdays,Drinking beverages
826487,Drinking tea,Weekends,Drinking beverages
826487,Relaxing (Alone),9 AM - before 11 AM,Relaxing & entertainment
826487,Relaxing (Alone),Overall,Relaxing & entertainment
826487,Relaxing (Alone),Weekdays,Relaxing & entertainment
826487,Relaxing (Alone),Weekends,Relaxing & entertainment
826487,Socializing with family / relatives,9 AM - before 11 AM,Socializing
826487,Socializing with family / relatives,Overall,Socializing
826487,Socializing with family / relatives,Weekdays,Socializing
826487,Socializing with family / relatives,Weekends,Socializing
826487,Socializing with friends,9 AM - before 11 AM,Socializing
826487,Socializing with friends,Overall,Socializing
826487,Socializing with friends,Weekdays,Socializing
826487,Socializing with friends,Weekends,Socializing
826490,"Enterntainment (watching movies. Playing games, browsing web,…)",Before 9 AM,Relaxing & entertainment
826490,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
826490,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekdays,Relaxing & entertainment
826490,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
826490,Relaxing (Alone),Before 9 AM,Relaxing & entertainment
826490,Relaxing (Alone),Overall,Relaxing & entertainment
826490,Relaxing (Alone),Weekdays,Relaxing & entertainment
826490,Relaxing (Alone),Weekends,Relaxing & entertainment
826490,Socializing with family / relatives,Before 9 AM,Socializing
826490,Socializing with family / relatives,Overall,Socializing
826490,Socializing with family / relatives,Weekdays,Socializing
